country,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated_x,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred_x,people_vaccinated_per_hundred_x,people_fully_vaccinated_per_hundred_x,daily_vaccinations_per_million,vaccines,source_name,source_website,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations_y,people_vaccinated_y,people_fully_vaccinated_y,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred_y,people_vaccinated_per_hundred_y,people_fully_vaccinated_per_hundred_y,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Argentina,ARG,1/4/2021,39599.0,,,,6483.0,0.09,,,143.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1648940.0,8222.0,8346.714,43634.0,152.0,109.429,36484.382000000005,181.92,184.679,965.444,3.363,2.421,1.14,,,,,,,,,40584.0,4333397.0,95.881,0.898,28645.0,0.634,0.29100000000000004,3.4,people tested,39599.0,,,,6483.0,0.09,,,143.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/5/2021,,,,,7984.0,,,,177.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1662730.0,13790.0,8652.429,43785.0,151.0,109.571,36789.498999999996,305.117,191.44299999999998,968.785,3.341,2.424,1.15,,,,,,,,,44347.0,4377744.0,96.86200000000001,0.981,29430.0,0.6509999999999999,0.294,3.4,people tested,,,,,7984.0,,,,177.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/6/2021,,,,,8173.0,,,,181.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1676171.0,13441.0,8891.857,43976.0,191.0,116.14299999999999,37086.894,297.395,196.74099999999999,973.0110000000001,4.226,2.57,1.16,,,,,,,,,46317.0,4424061.0,97.887,1.025,30013.0,0.664,0.29600000000000004,3.4,people tested,,,,,8173.0,,,,181.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/7/2021,,,,,8363.0,,,,185.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1690006.0,13835.0,9213.143,44122.0,146.0,125.286,37393.007000000005,306.113,203.85,976.242,3.23,2.772,1.15,,,,,,,,,42338.0,4466399.0,98.823,0.937,32169.0,0.7120000000000001,0.28600000000000003,3.5,people tested,,,,,8363.0,,,,185.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/8/2021,107542.0,,,,10519.0,0.24,,,233.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1703352.0,13346.0,10536.857,44273.0,151.0,136.286,37688.3,295.293,233.138,979.5830000000001,3.341,3.015,1.14,,,,,,,,,43301.0,4509700.0,99.781,0.958,37248.0,0.8240000000000001,0.28300000000000003,3.5,people tested,107542.0,,,,10519.0,0.24,,,233.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/9/2021,,,,,11942.0,,,,264.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1714409.0,11057.0,11367.857,44417.0,144.0,148.857,37932.947,244.64700000000002,251.525,982.7689999999999,3.1860000000000004,3.2939999999999996,1.13,,,,,,,,,34859.0,4544559.0,100.553,0.7709999999999999,38818.0,0.8590000000000001,0.293,3.4,people tested,,,,,11942.0,,,,264.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/10/2021,,,,,13365.0,,,,296.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1722217.0,7808.0,11642.714,44495.0,78.0,144.714,38105.706,172.76,257.606,984.495,1.726,3.202,1.12,,,,,,,,,21377.0,4565936.0,101.02600000000001,0.473,39018.0,0.863,0.298,3.4,people tested,,,,,13365.0,,,,296.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/11/2021,,,,,14788.0,,,,327.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1730921.0,8704.0,11711.571000000002,44654.0,159.0,145.714,38298.291,192.584,259.13,988.013,3.5180000000000002,3.2239999999999998,1.12,,,,,,,,,40516.0,4606452.0,101.92200000000001,0.8959999999999999,39008.0,0.863,0.3,3.3,people tested,,,,,14788.0,,,,327.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/12/2021,,,,,14056.0,,,,311.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1744704.0,13783.0,11710.571000000002,44848.0,194.0,151.857,38603.253,304.962,259.108,992.305,4.292,3.36,1.12,,,,,,,,,41692.0,4648144.0,102.845,0.922,38629.0,0.855,0.303,3.3,people tested,,,,,14056.0,,,,311.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/13/2021,166833.0,,,,13323.0,0.37,,,295.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1757429.0,12725.0,11608.286,44983.0,135.0,143.857,38884.806000000004,281.553,256.844,995.2919999999999,2.987,3.1830000000000003,1.11,,,,,,,,,44610.0,4692754.0,103.83200000000001,0.987,38385.0,0.8490000000000001,0.302,3.3,people tested,166833.0,,,,13323.0,0.37,,,295.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/14/2021,,,,,13320.0,,,,295.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1770715.0,13286.0,11529.857,45125.0,142.0,143.286,39178.771,293.966,255.109,998.434,3.142,3.17,1.1,,,,,,,,,41298.0,4734052.0,104.745,0.914,38236.0,0.846,0.302,3.3,people tested,,,,,13320.0,,,,295.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/15/2021,200759.0,,,,13317.0,0.44,,,295.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1783047.0,12332.0,11385.0,45227.0,102.0,136.286,39451.628,272.857,251.90400000000002,1000.691,2.2569999999999997,3.015,1.09,,,,,,,,,46362.0,4780414.0,105.771,1.026,38673.0,0.856,0.294,3.4,people tested,200759.0,,,,13317.0,0.44,,,295.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/16/2021,,,,,12971.0,,,,287.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1791979.0,8932.0,11081.428999999998,45295.0,68.0,125.429,39649.257000000005,197.62900000000002,245.187,1002.195,1.505,2.775,1.08,,,,,,,,,36663.0,4817077.0,106.58200000000001,0.8109999999999999,38931.0,0.861,0.285,3.5,people tested,,,,,12971.0,,,,287.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/17/2021,,,,,12624.0,,,,279.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1799243.0,7264.0,11003.714,45407.0,112.0,130.286,39809.98,160.72299999999998,243.468,1004.674,2.478,2.883,1.08,,,,,,,,,24983.0,4842060.0,107.135,0.5529999999999999,39446.0,0.873,0.27899999999999997,3.6,people tested,,,,,12624.0,,,,279.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/18/2021,,,,,12278.0,,,,272.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1807428.0,8185.0,10929.571000000002,45832.0,425.0,168.28599999999997,39991.081,181.101,241.827,1014.077,9.404,3.7230000000000003,1.08,,,,,,,,,43322.0,4885382.0,108.094,0.9590000000000001,39847.0,0.882,0.27399999999999997,3.6,people tested,,,,,12278.0,,,,272.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/19/2021,,,,,11932.0,,,,264.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1819569.0,12141.0,10695.0,46066.0,234.0,174.0,40259.712999999996,268.631,236.637,1019.255,5.1770000000000005,3.85,1.08,,,,,,,,,45672.0,4931054.0,109.104,1.011,40416.0,0.894,0.265,3.8,people tested,,,,,11932.0,,,,264.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/20/2021,247933.0,243539.0,4394.0,,11586.0,0.55,0.54,0.01,256.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1831681.0,12112.0,10607.428999999998,46216.0,150.0,176.143,40527.702000000005,267.99,234.7,1022.573,3.319,3.897,1.08,,,,,,,,,43138.0,4974192.0,110.059,0.9540000000000001,40205.0,0.89,0.264,3.8,people tested,247933.0,243539.0,4394.0,,11586.0,0.55,0.54,0.01,256.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/21/2021,265724.0,249372.0,16352.0,17791.0,11704.0,0.59,0.55,0.04,259.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1843077.0,11396.0,10337.429,46355.0,139.0,175.71400000000003,40779.85,252.14700000000002,228.726,1025.649,3.076,3.888,1.08,,,,,,,,,40880.0,5015072.0,110.963,0.905,40146.0,0.888,0.257,3.9,people tested,265724.0,249372.0,16352.0,17791.0,11704.0,0.59,0.55,0.04,259.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/22/2021,279602.0,254456.0,25146.0,13878.0,11263.0,0.62,0.56,0.06,249.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1853830.0,10753.0,10111.857,46575.0,220.0,192.571,41017.77,237.92,223.735,1030.517,4.868,4.261,1.08,,,,,,,,,39221.0,5054293.0,111.831,0.868,39126.0,0.866,0.258,3.9,people tested,279602.0,254456.0,25146.0,13878.0,11263.0,0.62,0.56,0.06,249.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/23/2021,288064.0,258876.0,29188.0,8462.0,11124.0,0.64,0.57,0.06,246.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1862192.0,8362.0,10030.429,46737.0,162.0,206.0,41202.788,185.017,221.933,1034.101,3.5839999999999996,4.558,,,,,,,,,,28531.0,5082824.0,112.462,0.631,37964.0,0.84,0.264,3.8,people tested,288064.0,258876.0,29188.0,8462.0,11124.0,0.64,0.57,0.06,246.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/24/2021,292023.0,260036.0,31987.0,3959.0,10342.0,0.65,0.58,0.07,229.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1867223.0,5031.0,9711.429,46827.0,90.0,202.857,41314.102999999996,111.316,214.875,1036.0919999999999,1.9909999999999999,4.488,,,,,,,,,,19973.0,5102797.0,112.904,0.442,37248.0,0.8240000000000001,0.261,3.8,people tested,292023.0,260036.0,31987.0,3959.0,10342.0,0.65,0.58,0.07,229.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/25/2021,292386.0,260122.0,32264.0,363.0,9046.0,0.65,0.58,0.07,200.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1874801.0,7578.0,9624.714,47034.0,207.0,171.71400000000003,41481.774,167.671,212.956,1040.672,4.58,3.799,,,,,,,,,,39081.0,5141878.0,113.76899999999999,0.865,36642.0,0.8109999999999999,0.263,3.8,people tested,292386.0,260122.0,32264.0,363.0,9046.0,0.65,0.58,0.07,200.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/26/2021,305880.0,266969.0,38911.0,13494.0,9626.0,0.68,0.59,0.09,213.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1885210.0,10409.0,9377.286,47253.0,219.0,169.571,41712.083,230.30900000000003,207.481,1045.518,4.846,3.752,,,,,,,,,,38312.0,5180190.0,114.617,0.848,35591.0,0.787,0.263,3.8,people tested,305880.0,266969.0,38911.0,13494.0,9626.0,0.68,0.59,0.09,213.0,,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
Argentina,ARG,1/27/2021,318033.0,272323.0,45710.0,12153.0,10014.0,0.7,0.6,0.1,222.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,South America,Argentina,1896053.0,10843.0,9196.0,47435.0,182.0,174.143,41951.995,239.912,203.47,1049.545,4.027,3.853,,,,,,,,,,38322.0,5218512.0,115.465,0.848,34903.0,0.772,0.263,3.8,people tested,318033.0,272323.0,45710.0,12153.0,10014.0,0.7,0.6,0.1,222.0,,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
